Architecture,Raw_Max_Violation,Log_Max_Violation
PINN Baseline,0.33331203,-0.477149
PINN Baseline,0.36051887,-0.443072
PINN Baseline,0.35713404,-0.44716874
PINN Baseline,0.31879133,-0.4964935
PINN Baseline,0.34177494,-0.46625978
PINN Baseline,0.34584385,-0.46111995
PINN Baseline,0.3384447,-0.47051227
PINN Baseline,0.34896958,-0.45721242
PINN Baseline,0.36100245,-0.44248986
PINN Baseline,0.34516174,-0.46197736
PINN Baseline,0.33915615,-0.4696003
PINN Baseline,0.3332711,-0.47720236
PINN Baseline,0.35023904,-0.45563546
PINN Baseline,0.3409106,-0.46735948
PINN Baseline,0.35441065,-0.45049325
PINN Baseline,0.3329684,-0.47759697
PINN Baseline,0.3436067,-0.46393836
PINN Baseline,0.36797225,-0.43418494
PINN Baseline,0.35061437,-0.4551703
PINN Baseline,0.35699105,-0.44734266
PINN Baseline,0.32651222,-0.48610055
PINN Baseline,0.34687567,-0.45982617
PINN Baseline,0.3610534,-0.44242856
PINN Baseline,0.35394812,-0.45106038
PINN Baseline,0.340783,-0.46752208
PINN Baseline,0.34755933,-0.45897105
PINN Baseline,0.34946305,-0.45659873
PINN Baseline,0.3397478,-0.46884337
PINN Baseline,0.35445172,-0.4504429
PINN Baseline,0.34971303,-0.4562882
PINN Baseline,0.3563609,-0.44810992
PINN Baseline,0.34709203,-0.45955536
PINN Baseline,0.35133255,-0.45428163
PINN Baseline,0.3332067,-0.47728625
PINN Baseline,0.35547835,-0.44918686
PINN Baseline,0.33276808,-0.47785833
PINN Baseline,0.35033804,-0.4555127
PINN Baseline,0.36511397,-0.43757156
PINN Baseline,0.32752615,-0.48475403
PINN Baseline,0.34040958,-0.46799824
PINN Baseline,0.33358407,-0.4767947
PINN Baseline,0.33462882,-0.47543666
PINN Baseline,0.35314488,-0.45204708
PINN Baseline,0.3295759,-0.48204455
PINN Baseline,0.35074997,-0.45500237
PINN Baseline,0.34888452,-0.4573183
PINN Baseline,0.34975082,-0.45624125
PINN Baseline,0.33479673,-0.4752188
PINN Baseline,0.33358234,-0.47679695
PINN Baseline,0.34496433,-0.46222582
PINN Baseline,0.33124602,-0.47984934
PINN Baseline,0.33913738,-0.46962434
PINN Baseline,0.3590744,-0.44481555
PINN Baseline,0.3400817,-0.46841675
PINN Baseline,0.36491477,-0.43780854
PINN Baseline,0.35391372,-0.45110258
PINN Baseline,0.3513515,-0.45425817
PINN Baseline,0.36104047,-0.44244412
PINN Baseline,0.35529035,-0.44941658
PINN Baseline,0.35572988,-0.44887966
PINN Baseline,0.34296823,-0.46474612
PINN Baseline,0.3425405,-0.46528807
PINN Baseline,0.32488483,-0.48827055
PINN Baseline,0.33401817,-0.4762299
PINN Baseline,0.3331344,-0.4773805
PINN Baseline,0.34806895,-0.4583347
PINN Baseline,0.34428793,-0.4630782
PINN Baseline,0.34156346,-0.4665286
PINN Baseline,0.34920025,-0.45692545
PINN Baseline,0.3624835,-0.44071177
PINN Baseline,0.3424306,-0.46542746
PINN Baseline,0.3331594,-0.47734794
PINN Baseline,0.35289073,-0.45235974
PINN Baseline,0.34673226,-0.46000576
PINN Baseline,0.33259195,-0.47808826
PINN Baseline,0.3396353,-0.46898717
PINN Baseline,0.33539045,-0.4744493
PINN Baseline,0.33722812,-0.4720762
PINN Baseline,0.3344795,-0.4756305
PINN Baseline,0.3536724,-0.45139885
PINN Baseline,0.35518444,-0.44954607
PINN Baseline,0.3435753,-0.46397808
PINN Baseline,0.35280466,-0.45246568
PINN Baseline,0.34187394,-0.466134
PINN Baseline,0.33547944,-0.4743341
PINN Baseline,0.3616007,-0.44177073
PINN Baseline,0.35622716,-0.44827297
PINN Baseline,0.34216487,-0.46576458
PINN Baseline,0.3429188,-0.4648087
PINN Baseline,0.34580898,-0.46116373
PINN Baseline,0.3430038,-0.46470106
PINN Baseline,0.34584522,-0.46111822
PINN Baseline,0.34172255,-0.46632636
PINN Baseline,0.33652854,-0.4729781
PINN Baseline,0.3345552,-0.4755322
PINN Baseline,0.35494173,-0.44984293
PINN Baseline,0.32222056,-0.49184674
PINN Baseline,0.3423077,-0.46558335
PINN Baseline,0.3425644,-0.46525776
PINN Baseline,0.33391112,-0.4763691
PINN Baseline,0.34413964,-0.4632653
PINN Baseline,0.35619438,-0.44831294
PINN Baseline,0.31506878,-0.5015946
PINN Baseline,0.34486032,-0.46235678
PINN Baseline,0.33358186,-0.47679758
PINN Baseline,0.359953,-0.44375423
PINN Baseline,0.32408088,-0.4893466
PINN Baseline,0.34247375,-0.4653727
PINN Baseline,0.34820205,-0.4581687
PINN Baseline,0.36326742,-0.43977356
PINN Baseline,0.33427966,-0.47589004
PINN Baseline,0.33636826,-0.47318497
PINN Baseline,0.3177473,-0.49791813
PINN Baseline,0.3480786,-0.45832267
PINN Baseline,0.33803725,-0.47103545
PINN Baseline,0.34441078,-0.46292326
PINN Baseline,0.3577006,-0.44648033
PINN Baseline,0.3481502,-0.45823336
PINN Baseline,0.3300779,-0.48138356
PINN Baseline,0.34864968,-0.45761073
PINN Baseline,0.32519037,-0.48786232
PINN Baseline,0.34181446,-0.46620956
PINN Baseline,0.34246302,-0.46538633
PINN Baseline,0.34527516,-0.46183467
PINN Baseline,0.35748065,-0.44674745
PINN Baseline,0.31085384,-0.5074438
PINN Baseline,0.3363511,-0.47320715
PINN Baseline,0.34493613,-0.46226132
PINN Baseline,0.35458815,-0.45027578
PINN Baseline,0.3507552,-0.45499587
PINN Baseline,0.33908886,-0.46968648
PINN Baseline,0.35724288,-0.44703642
PINN Baseline,0.34276974,-0.46499753
PINN Baseline,0.33907694,-0.46970174
PINN Baseline,0.34889644,-0.45730346
PINN Baseline,0.34626204,-0.46059513
PINN Baseline,0.3383937,-0.47057775
PINN Baseline,0.35094017,-0.45476693
PINN Baseline,0.33952254,-0.46913138
PINN Baseline,0.3377434,-0.47141314
PINN Baseline,0.35463434,-0.4502192
PINN Baseline,0.34148747,-0.46662524
PINN Baseline,0.36316532,-0.43989563
PINN Baseline,0.34786457,-0.4585898
PINN Baseline,0.338556,-0.4703695
PINN Baseline,0.3393975,-0.46929136
PINN Baseline,0.33401722,-0.47623116
PINN Baseline,0.3566587,-0.44774717
PINN Baseline,0.35810453,-0.44599018
PINN Baseline,0.32312387,-0.49063095
PINN Baseline,0.33380967,-0.47650108
PINN Baseline,0.32826382,-0.483777
PINN Baseline,0.35254347,-0.4527873
PINN Baseline,0.3525175,-0.45281935
PINN Baseline,0.35505867,-0.44969988
PINN Baseline,0.34827346,-0.45807964
PINN Baseline,0.3431989,-0.4644541
PINN Baseline,0.37667614,-0.42403188
PINN Baseline,0.34890616,-0.45729136
PINN Baseline,0.34477752,-0.46246105
PINN Baseline,0.3491953,-0.45693162
PINN Baseline,0.33190894,-0.47898105
PINN Baseline,0.33924156,-0.46949095
PINN Baseline,0.34943187,-0.45663747
PINN Baseline,0.3431517,-0.46451387
PINN Baseline,0.34698695,-0.45968685
PINN Baseline,0.3514421,-0.4541462
PINN Baseline,0.33195662,-0.47891867
PINN Baseline,0.31864464,-0.49669337
PINN Baseline,0.36014682,-0.44352043
PINN Baseline,0.34672028,-0.46002075
PINN Baseline,0.35974765,-0.44400203
PINN Baseline,0.34237581,-0.46549693
PINN Baseline,0.3409781,-0.46727353
PINN Baseline,0.3387918,-0.4700671
PINN Baseline,0.37390482,-0.42723894
PINN Baseline,0.34771812,-0.4587727
PINN Baseline,0.33859873,-0.47031468
PINN Baseline,0.35608226,-0.44844967
PINN Baseline,0.34284985,-0.46489602
PINN Baseline,0.33886272,-0.46997622
PINN Baseline,0.33831924,-0.4706733
PINN Baseline,0.3612765,-0.44216028
PINN Baseline,0.34278852,-0.46497375
PINN Baseline,0.33797157,-0.47111982
PINN Baseline,0.3381176,-0.47093222
PINN Baseline,0.3478477,-0.45861086
PINN Baseline,0.3651085,-0.43757808
PINN Baseline,0.34199935,-0.46597472
PINN Baseline,0.3414986,-0.46661106
PINN Baseline,0.3502729,-0.45559347
PINN Baseline,0.3447976,-0.46243575
PINN Baseline,0.3384096,-0.47055733
PINN Baseline,0.34681642,-0.45990035
PINN Baseline,0.35356814,-0.45152688
PINN Baseline,0.33130288,-0.47977477
PINN Baseline,0.34315008,-0.4645159
PINN Baseline,0.33964413,-0.46897587
PINN Baseline,0.35990494,-0.4438122
PINN Baseline,0.36637765,-0.43607104
PINN Baseline,0.33836412,-0.47061568
PINN Baseline,0.35221887,-0.45318738
PINN Baseline,0.36023974,-0.44340837
PINN Baseline,0.3459161,-0.46102923
PINN Baseline,0.3558845,-0.44869092
PINN Baseline,0.35194314,-0.4535275
PINN Baseline,0.3572936,-0.44697475
PINN Baseline,0.3558665,-0.44871292
PINN Baseline,0.35998642,-0.44371387
PINN Baseline,0.37018627,-0.43157968
PINN Baseline,0.3434664,-0.46411574
PINN Baseline,0.35213357,-0.45329258
PINN Baseline,0.34952664,-0.45651972
PINN Baseline,0.3454916,-0.4615625
PINN Baseline,0.35703564,-0.44728842
PINN Baseline,0.36189508,-0.4414173
PINN Baseline,0.33925277,-0.4694766
PINN Baseline,0.32700807,-0.48544154
PINN Baseline,0.34494686,-0.4622478
PINN Baseline,0.3275323,-0.4847459
PINN Baseline,0.36369717,-0.43926007
PINN Baseline,0.33423573,-0.47594714
PINN Baseline,0.3473171,-0.45927384
PINN Baseline,0.32781506,-0.4843711
PINN Baseline,0.3409469,-0.46731323
PINN Baseline,0.3431552,-0.4645094
PINN Baseline,0.3311208,-0.48001355
PINN Baseline,0.34440666,-0.46292844
PINN Baseline,0.35751694,-0.44670337
PINN Baseline,0.35127068,-0.4543581
PINN Baseline,0.34457725,-0.4627134
PINN Baseline,0.35478234,-0.45003802
PINN Baseline,0.33496034,-0.4750066
PINN Baseline,0.3554129,-0.44926682
PINN Baseline,0.34743792,-0.45912278
PINN Baseline,0.338287,-0.4707147
PINN Baseline,0.34698808,-0.45968544
PINN Baseline,0.33749413,-0.47173378
PINN Baseline,0.3447073,-0.4625495
PINN Baseline,0.35803246,-0.4460776
PINN Baseline,0.34227085,-0.46563008
PINN Baseline,0.36571336,-0.4368592
PINN Baseline,0.35133183,-0.4542825
PINN Baseline,0.35737306,-0.4468782
PINN Baseline,0.3542782,-0.45065555
PINN Baseline,0.3298813,-0.48164228
PINN Baseline,0.33614177,-0.4734775
PINN Baseline,0.33645916,-0.47306764
PINN Baseline,0.33254302,-0.47815216
PINN Baseline,0.34435362,-0.46299535
PINN Baseline,0.33600652,-0.4736523
PINN Baseline,0.35198426,-0.45347676
PINN Baseline,0.34843105,-0.45788315
PINN Baseline,0.32829595,-0.4837345
PINN Baseline,0.35253036,-0.45280346
PINN Baseline,0.3260002,-0.4867821
PINN Baseline,0.35479176,-0.45002648
PINN Baseline,0.3587001,-0.4452685
PINN Baseline,0.3400498,-0.46845746
PINN Baseline,0.36072052,-0.44282916
PINN Baseline,0.34646052,-0.46034625
PINN Baseline,0.3369648,-0.47241548
PINN Baseline,0.3473305,-0.45925707
PINN Baseline,0.35299647,-0.45222965
PINN Baseline,0.3499778,-0.45595953
PINN Baseline,0.33248115,-0.47823298
PINN Baseline,0.3379057,-0.4712045
PINN Baseline,0.3593104,-0.44453022
PINN Baseline,0.33602697,-0.47362587
PINN Baseline,0.34150147,-0.46660742
PINN Baseline,0.34820086,-0.45817018
PINN Baseline,0.34124267,-0.46693668
PINN Baseline,0.35695624,-0.447385
PINN Baseline,0.3354783,-0.47433555
PINN Baseline,0.35445803,-0.45043516
PINN Baseline,0.34606004,-0.46084854
PINN Baseline,0.34171218,-0.46633956
PINN Baseline,0.35463172,-0.45022243
PINN Baseline,0.34642798,-0.46038705
PINN Baseline,0.35538727,-0.44929814
PINN Baseline,0.34502178,-0.4621535
PINN Baseline,0.32212514,-0.4919754
PINN Baseline,0.3532393,-0.451931
PINN Baseline,0.36206335,-0.44121543
PINN Baseline,0.33278948,-0.4778304
PINN Baseline,0.3326887,-0.47796196
PINN Baseline,0.34710538,-0.45953864
PINN Baseline,0.32817042,-0.48390058
PINN Baseline,0.35669458,-0.44770348
PINN Baseline,0.33269632,-0.477952
PINN Baseline,0.33212233,-0.47870192
PINN Baseline,0.34671807,-0.46002352
PINN Baseline,0.35204387,-0.4534032
PINN Baseline,0.33733785,-0.4719349
PINN Baseline,0.3286723,-0.4832369
PINN Baseline,0.3270995,-0.48532012
PINN Baseline,0.34517998,-0.4619544
PINN Baseline,0.33511293,-0.4748088
PINN Baseline,0.3370431,-0.47231454
PINN Baseline,0.3160588,-0.5002321
PINN Baseline,0.32623053,-0.4864754
PINN Baseline,0.35176164,-0.45375153
PINN Baseline,0.34996277,-0.45597816
PINN Baseline,0.3420347,-0.46592984
PINN Baseline,0.36345345,-0.4395512
PINN Baseline,0.33529937,-0.47456726
PINN Baseline,0.33820903,-0.4708148
PINN Baseline,0.3308037,-0.48042965
PINN Baseline,0.344567,-0.46272632
PINN Baseline,0.3518265,-0.45367146
PINN Baseline,0.33190393,-0.4789876
PINN Baseline,0.34870976,-0.4575359
PINN Baseline,0.3389942,-0.4698077
PINN Baseline,0.36640102,-0.43604332
PINN Baseline,0.31894368,-0.496286
PINN Baseline,0.34769088,-0.4588067
PINN Baseline,0.35894293,-0.4449746
PINN Baseline,0.3441015,-0.46331346
PINN Baseline,0.34074438,-0.4675713
PINN Baseline,0.33802247,-0.47105443
PINN Baseline,0.3345437,-0.47554713
PINN Baseline,0.3420275,-0.465939
PINN Baseline,0.3199396,-0.494932
PINN Baseline,0.35344946,-0.45167267
PINN Baseline,0.34555423,-0.46148378
PINN Baseline,0.32777768,-0.48442063
PINN Baseline,0.33800387,-0.47107834
PINN Baseline,0.34417707,-0.46321806
PINN Baseline,0.34779048,-0.4586823
PINN Baseline,0.34553307,-0.4615104
PINN Baseline,0.34021878,-0.46824172
PINN Baseline,0.3634498,-0.43955556
PINN Baseline,0.35107505,-0.45460004
PINN Baseline,0.34050965,-0.46787056
PINN Baseline,0.34270036,-0.46508545
PINN Baseline,0.3374108,-0.471841
PINN Baseline,0.33638352,-0.47316527
PINN Baseline,0.35253143,-0.45280215
PINN Baseline,0.34105945,-0.4671699
PINN Baseline,0.3281808,-0.48388684
PINN Baseline,0.34078926,-0.4675141
PINN Baseline,0.34301507,-0.46468678
PINN Baseline,0.35859776,-0.44539243
PINN Baseline,0.36271834,-0.4404305
PINN Baseline,0.33848315,-0.47046295
PINN Baseline,0.3470245,-0.45963988
PINN Baseline,0.34524202,-0.46187633
PINN Baseline,0.32570428,-0.48717654
PINN Baseline,0.33957708,-0.46906164
PINN Baseline,0.36887437,-0.43312153
PINN Baseline,0.3457269,-0.46126682
PINN Baseline,0.34360796,-0.46393678
PINN Baseline,0.33156884,-0.4794263
PINN Baseline,0.34171784,-0.46633235
PINN Baseline,0.32860166,-0.48333025
PINN Baseline,0.34978622,-0.4561973
PINN Baseline,0.34120375,-0.4669862
PINN Baseline,0.34325016,-0.46438926
PINN Baseline,0.34946477,-0.45659658
PINN Baseline,0.3577094,-0.44646963
PINN Baseline,0.33657396,-0.4729195
PINN Baseline,0.33698457,-0.47238997
PINN Baseline,0.33910316,-0.46966815
PINN Baseline,0.34766525,-0.4588387
PINN Baseline,0.36617446,-0.43631196
PINN Baseline,0.34481537,-0.46241337
PINN Baseline,0.34350026,-0.46407294
PINN Baseline,0.3453462,-0.4617453
PINN Baseline,0.35404027,-0.45094734
PINN Baseline,0.34801954,-0.45839638
PINN Baseline,0.35545188,-0.44921917
PINN Baseline,0.34935158,-0.45673728
PINN Baseline,0.34480423,-0.4624274
PINN Baseline,0.3425299,-0.4653015
PINN Baseline,0.3334278,-0.4769982
PINN Baseline,0.3618573,-0.44146267
PINN Baseline,0.32813907,-0.48394206
PINN Baseline,0.34405506,-0.46337205
PINN Baseline,0.34974402,-0.4562497
PINN Baseline,0.35636646,-0.4481032
PINN Baseline,0.35752338,-0.44669554
PINN Baseline,0.3314361,-0.4796002
PINN Baseline,0.33980495,-0.4687703
PINN Baseline,0.35996073,-0.44374487
PINN Baseline,0.34620446,-0.46066734
PINN Baseline,0.3518979,-0.45358333
PINN Baseline,0.34757978,-0.4589455
PINN Baseline,0.34161878,-0.46645826
PINN Baseline,0.35395432,-0.45105278
PINN Baseline,0.34928972,-0.4568142
PINN Baseline,0.3445338,-0.46276817
PINN Baseline,0.35812962,-0.44595975
PINN Baseline,0.3449638,-0.46222648
PINN Baseline,0.34603834,-0.46087578
PINN Baseline,0.34439623,-0.46294162
PINN Baseline,0.3305434,-0.4807715
PINN Baseline,0.33938146,-0.4693119
PINN Baseline,0.34502625,-0.46214786
PINN Baseline,0.3450415,-0.46212864
PINN Baseline,0.35692602,-0.4474218
PINN Baseline,0.35094547,-0.45476034
PINN Baseline,0.34580976,-0.46116275
PINN Baseline,0.35460263,-0.45025805
PINN Baseline,0.34890544,-0.45729226
PINN Baseline,0.34819192,-0.45818132
PINN Baseline,0.36597347,-0.43655038
PINN Baseline,0.36055225,-0.4430318
PINN Baseline,0.3568018,-0.44757295
PINN Baseline,0.360525,-0.4430646
PINN Baseline,0.3501582,-0.45573568
PINN Baseline,0.33903956,-0.46974963
PINN Baseline,0.34128058,-0.46688843
PINN Baseline,0.35195786,-0.45350933
PINN Baseline,0.36018634,-0.44347277
PINN Baseline,0.36324453,-0.43980092
PINN Baseline,0.35295087,-0.45228574
PINN Baseline,0.35053128,-0.4552732
PINN Baseline,0.3564579,-0.44799176
PINN Baseline,0.3233279,-0.49035683
PINN Baseline,0.3609764,-0.44252118
PINN Baseline,0.34170383,-0.46635014
PINN Baseline,0.34184188,-0.46617472
PINN Baseline,0.33768427,-0.47148916
PINN Baseline,0.35368174,-0.45138735
PINN Baseline,0.3549322,-0.4498546
PINN Baseline,0.34107357,-0.46715194
PINN Baseline,0.3362218,-0.4733741
PINN Baseline,0.35285032,-0.45240948
PINN Baseline,0.3473013,-0.45929357
PINN Baseline,0.3581937,-0.44588205
PINN Baseline,0.3534345,-0.45169106
PINN Baseline,0.35168213,-0.4538497
PINN Baseline,0.3339132,-0.4763664
PINN Baseline,0.35162228,-0.4539236
PINN Baseline,0.34338558,-0.46421796
PINN Baseline,0.33784074,-0.471288
PINN Baseline,0.35925835,-0.44459313
PINN Baseline,0.3463177,-0.4605253
PINN Baseline,0.33308107,-0.47745004
PINN Baseline,0.33870655,-0.4701764
PINN Baseline,0.35163426,-0.4539088
PINN Baseline,0.3409981,-0.46724802
PINN Baseline,0.33062142,-0.48066902
PINN Baseline,0.33835638,-0.47062564
PINN Baseline,0.3556798,-0.44894078
PINN Baseline,0.34534597,-0.4617456
PINN Baseline,0.35504258,-0.44971955
PINN Baseline,0.34946436,-0.45659712
PINN Baseline,0.3404913,-0.467894
PINN Baseline,0.36718994,-0.43510923
PINN Baseline,0.3500141,-0.45591447
PINN Baseline,0.34568888,-0.4613146
PINN Baseline,0.3384055,-0.4705626
PINN Baseline,0.3543107,-0.45061573
PINN Baseline,0.34403098,-0.46340245
PINN Baseline,0.33597803,-0.4736891
PINN Baseline,0.34457576,-0.46271527
PINN Baseline,0.32458615,-0.48867002
PINN Baseline,0.33927536,-0.46944767
PINN Baseline,0.3492415,-0.45687416
PINN Baseline,0.36032867,-0.44330117
PINN Baseline,0.3421538,-0.46577865
PINN Baseline,0.3515206,-0.45404923
PINN Baseline,0.36019045,-0.4434678
PINN Baseline,0.33523524,-0.47465032
PINN Baseline,0.3464356,-0.46037748
PINN Baseline,0.35199922,-0.4534583
PINN Baseline,0.31037247,-0.5081168
PINN Baseline,0.35068673,-0.45508066
PINN Baseline,0.34277308,-0.4649933
PINN Baseline,0.3465532,-0.46023008
PINN Baseline,0.3500803,-0.4558323
PINN Baseline,0.34137356,-0.4667701
PINN Baseline,0.35382444,-0.45121217
PINN Baseline,0.35673875,-0.44764972
PINN Baseline,0.3508811,-0.45484003
PINN Baseline,0.34749115,-0.45905626
PINN Baseline,0.34201378,-0.4659564
PINN Baseline,0.35787064,-0.44627392
PINN Baseline,0.3414353,-0.46669155
PINN Baseline,0.35247713,-0.45286906
PINN Baseline,0.34962744,-0.4563945
PINN Baseline,0.35187483,-0.4536118
PINN Baseline,0.3600797,-0.44360134
PINN Baseline,0.34888822,-0.4573137
PINN Baseline,0.34262717,-0.4651782
PINN Baseline,0.35334694,-0.45179865
PINN Baseline,0.34317034,-0.46449023
PINN Baseline,0.34035963,-0.46806195
PINN Baseline,0.33872586,-0.47015163
PINN Baseline,0.34633702,-0.46050107
PINN Baseline,0.3656348,-0.43695247
PINN Baseline,0.3576116,-0.4465884
PINN Baseline,0.34591413,-0.4610317
PINN Baseline,0.34343684,-0.4641531
PINN Baseline,0.35584813,-0.4487353
PINN Baseline,0.3498965,-0.4560604
PINN Baseline,0.3389358,-0.46988258
PINN Baseline,0.33306903,-0.47746575
PINN Baseline,0.33018816,-0.4812385
PINN Baseline,0.33367574,-0.47667536
PINN Baseline,0.35407847,-0.45090047
PINN Baseline,0.3459425,-0.4609961
PINN Baseline,0.35910344,-0.44478044
PINN Baseline,0.36336476,-0.4396572
PINN Baseline,0.3419851,-0.4659928
PINN Baseline,0.34694242,-0.45974258
PINN Baseline,0.34716374,-0.45946565
PINN Baseline,0.34158087,-0.46650645
PINN Baseline,0.35762668,-0.4465701
PINN Baseline,0.3474146,-0.45915192
PINN Baseline,0.33285713,-0.47774214
PINN Baseline,0.34881437,-0.45740563
PINN Baseline,0.34361923,-0.46392253
PINN Baseline,0.3333574,-0.4770899
PINN Baseline,0.3544041,-0.45050126
PINN Baseline,0.33300072,-0.47755483
PINN Baseline,0.33730638,-0.47197545
PINN Baseline,0.34974915,-0.45624334
PINN Baseline,0.35245597,-0.45289513
PINN Baseline,0.3418336,-0.46618527
PINN Baseline,0.34598047,-0.4609484
PINN Baseline,0.34010696,-0.46838447
PINN Baseline,0.34012043,-0.46836728
PINN Baseline,0.3455608,-0.46147555
PINN Baseline,0.3556776,-0.44894347
PINN Baseline,0.34387743,-0.4635963
PINN Baseline,0.36293548,-0.44017056
PINN Baseline,0.35466754,-0.45017856
PINN Baseline,0.35342485,-0.45170292
PINN Baseline,0.3434685,-0.46411312
PINN Baseline,0.34947997,-0.45657772
PINN Baseline,0.327577,-0.4846866
PINN Baseline,0.34140134,-0.46673477
PINN Baseline,0.34333366,-0.46428362
PINN Baseline,0.3268867,-0.48560274
PINN Baseline,0.35804784,-0.44605893
PINN Baseline,0.3365304,-0.4729757
PINN Baseline,0.33771986,-0.4714434
PINN Baseline,0.3314808,-0.47954163
PINN Baseline,0.34643388,-0.46037963
PINN Baseline,0.3573627,-0.4468908
PINN Baseline,0.34180623,-0.46622002
PINN Baseline,0.33970833,-0.4688938
PINN Baseline,0.36353922,-0.43944874
PINN Baseline,0.33573192,-0.47400737
PINN Baseline,0.35012257,-0.45577988
PINN Baseline,0.33982193,-0.4687486
PINN Baseline,0.34970433,-0.456299
PINN Baseline,0.33018583,-0.48124155
PINN Baseline,0.34509826,-0.46205723
PINN Baseline,0.32929933,-0.48240915
PINN Baseline,0.3476954,-0.45880103
PINN Baseline,0.3373657,-0.4718991
PINN Baseline,0.34460658,-0.46267644
PINN Baseline,0.33110374,-0.4800359
PINN Baseline,0.36036497,-0.44325742
PINN Baseline,0.35926366,-0.44458672
PINN Baseline,0.33704704,-0.47230947
PINN Baseline,0.34472013,-0.46253335
PINN Baseline,0.36664963,-0.43574876
PINN Baseline,0.3524658,-0.452883
PINN Baseline,0.32148212,-0.49284318
PINN Baseline,0.3327431,-0.47789094
PINN Baseline,0.33333176,-0.4771233
PINN Baseline,0.34351027,-0.46406028
PINN Baseline,0.32642436,-0.48621744
PINN Baseline,0.35797757,-0.4461442
PINN Baseline,0.36427885,-0.43856603
PINN Baseline,0.35779524,-0.44636545
PINN Baseline,0.3306837,-0.4805872
PINN Baseline,0.35442215,-0.45047915
PINN Baseline,0.34967464,-0.45633587
PINN Baseline,0.35234916,-0.45302677
PINN Baseline,0.35773844,-0.4464344
PINN Baseline,0.34365815,-0.46387336
PINN Baseline,0.34474874,-0.46249732
PINN Baseline,0.34466362,-0.46260455
PINN Baseline,0.35504198,-0.4497203
