Metric,Architecture_A,Architecture_B,Mean_A,Mean_B,Difference,p_value,p_adjusted,Significant
Max_Eq,FSNet,KKT,311.75371870117186,1.7256714809775353,310.0280472201943,0.007936507936507936,0.11904761904761904,False
Max_Eq,FSNet,PINN Baseline,311.75371870117186,1.063869186770916,310.6898495144009,0.007936507936507936,0.11904761904761904,False
Max_Eq,FSNet,Rahul's Model,311.75371870117186,1.4069358035326005,310.3467828976393,0.007936507936507936,0.11904761904761904,False
Max_Eq,KKT,PINN Baseline,1.7256714809775353,1.063869186770916,0.6618022942066193,0.15079365079365079,0.45238095238095233,False
Max_Eq,KKT,Rahul's Model,1.7256714809775353,1.4069358035326005,0.3187356774449348,0.5,1.0,False
Max_Eq,PINN Baseline,Rahul's Model,1.063869186770916,1.4069358035326005,-0.3430666167616845,0.015873015873015872,0.11904761904761904,False
Mean_Eq,Ablated PINN,DC3,0.1411895923703909,10.203444113731384,-10.062254521360993,0.007936507936507936,0.11904761904761904,False
Mean_Eq,Ablated PINN,FSNet,0.1411895923703909,10.245211776733399,-10.104022184363007,0.007936507936507936,0.11904761904761904,False
Mean_Eq,Ablated PINN,KKT,0.1411895923703909,0.13308260512650014,0.008106987243890751,0.023809523809523808,0.11904761904761904,False
Mean_Eq,Ablated PINN,PINN Baseline,0.1411895923703909,0.139961230827868,0.0012283615425228989,0.746031746031746,0.746031746031746,False
Mean_Eq,Ablated PINN,Rahul's Model,0.1411895923703909,0.048842861787229776,0.09234673058316112,0.007936507936507936,0.11904761904761904,False
Mean_Eq,DC3,FSNet,10.203444113731384,10.245211776733399,-0.04176766300201429,0.06349206349206349,0.19047619047619047,False
Mean_Eq,DC3,KKT,10.203444113731384,0.13308260512650014,10.070361508604885,0.007936507936507936,0.11904761904761904,False
Mean_Eq,DC3,PINN Baseline,10.203444113731384,0.139961230827868,10.063482882903516,0.007936507936507936,0.11904761904761904,False
Mean_Eq,DC3,Rahul's Model,10.203444113731384,0.048842861787229776,10.154601251944154,0.007936507936507936,0.11904761904761904,False
Mean_Eq,FSNet,KKT,10.245211776733399,0.13308260512650014,10.112129171606899,0.007936507936507936,0.11904761904761904,False
Mean_Eq,FSNet,PINN Baseline,10.245211776733399,0.139961230827868,10.10525054590553,0.007936507936507936,0.11904761904761904,False
Mean_Eq,FSNet,Rahul's Model,10.245211776733399,0.048842861787229776,10.196368914946168,0.007936507936507936,0.11904761904761904,False
Mean_Eq,KKT,PINN Baseline,0.13308260512650014,0.139961230827868,-0.006878625701367852,0.12698412698412698,0.25396825396825395,False
Mean_Eq,KKT,Rahul's Model,0.13308260512650014,0.048842861787229776,0.08423974333927037,0.007936507936507936,0.11904761904761904,False
Mean_Eq,PINN Baseline,Rahul's Model,0.139961230827868,0.048842861787229776,0.09111836904063822,0.007936507936507936,0.11904761904761904,False
Max_Ineq,Ablated PINN,DC3,58.59994970932007,74072.04621249999,-74013.44626279068,0.007936507936507936,0.11904761904761904,False
Max_Ineq,Ablated PINN,FSNet,58.59994970932007,79034.38468437499,-78975.78473466568,0.007936507936507936,0.11904761904761904,False
Max_Ineq,Ablated PINN,KKT,58.59994970932007,0.08662900924682618,58.513320700073244,0.007936507936507936,0.11904761904761904,False
Max_Ineq,Ablated PINN,PINN Baseline,58.59994970932007,25.59564879074097,33.004300918579105,0.007936507936507936,0.11904761904761904,False
Max_Ineq,Ablated PINN,Rahul's Model,58.59994970932007,0.12136251163482666,58.47858719768524,0.007936507936507936,0.11904761904761904,False
Max_Ineq,DC3,FSNet,74072.04621249999,79034.38468437499,-4962.338471875002,0.007936507936507936,0.11904761904761904,False
Max_Ineq,DC3,KKT,74072.04621249999,0.08662900924682618,74071.95958349074,0.007936507936507936,0.11904761904761904,False
Max_Ineq,DC3,PINN Baseline,74072.04621249999,25.59564879074097,74046.45056370925,0.007936507936507936,0.11904761904761904,False
Max_Ineq,DC3,Rahul's Model,74072.04621249999,0.12136251163482666,74071.92484998835,0.007936507936507936,0.11904761904761904,False
Max_Ineq,FSNet,KKT,79034.38468437499,0.08662900924682618,79034.29805536574,0.007936507936507936,0.11904761904761904,False
Max_Ineq,FSNet,PINN Baseline,79034.38468437499,25.59564879074097,79008.78903558425,0.007936507936507936,0.11904761904761904,False
Max_Ineq,FSNet,Rahul's Model,79034.38468437499,0.12136251163482666,79034.26332186336,0.007936507936507936,0.11904761904761904,False
Max_Ineq,KKT,PINN Baseline,0.08662900924682618,25.59564879074097,-25.509019781494143,0.007936507936507936,0.11904761904761904,False
Max_Ineq,KKT,Rahul's Model,0.08662900924682618,0.12136251163482666,-0.03473350238800048,0.15873015873015872,0.15873015873015872,False
Max_Ineq,PINN Baseline,Rahul's Model,25.59564879074097,0.12136251163482666,25.474286279106142,0.007936507936507936,0.11904761904761904,False
Mean_Ineq,Ablated PINN,DC3,0.8213872064590454,104.67700739898683,-103.85562019252778,0.007936507936507936,0.11904761904761904,False
Mean_Ineq,Ablated PINN,FSNet,0.8213872064590454,109.73046468963624,-108.90907748317719,0.007936507936507936,0.11904761904761904,False
Mean_Ineq,Ablated PINN,KKT,0.8213872064590454,0.0002879642648622394,0.8210992421941832,0.007936507936507936,0.11904761904761904,False
Mean_Ineq,Ablated PINN,PINN Baseline,0.8213872064590454,0.0642375189214945,0.7571496875375509,0.007936507936507936,0.11904761904761904,False
Mean_Ineq,Ablated PINN,Rahul's Model,0.8213872064590454,0.00016340391030025784,0.8212238025487452,0.007936507936507936,0.11904761904761904,False
Mean_Ineq,DC3,FSNet,104.67700739898683,109.73046468963624,-5.053457290649405,0.007936507936507936,0.11904761904761904,False
Mean_Ineq,DC3,KKT,104.67700739898683,0.0002879642648622394,104.67671943472197,0.007936507936507936,0.11904761904761904,False
Mean_Ineq,DC3,PINN Baseline,104.67700739898683,0.0642375189214945,104.61276988006534,0.007936507936507936,0.11904761904761904,False
Mean_Ineq,DC3,Rahul's Model,104.67700739898683,0.00016340391030025784,104.67684399507652,0.007936507936507936,0.11904761904761904,False
Mean_Ineq,FSNet,KKT,109.73046468963624,0.0002879642648622394,109.73017672537138,0.007936507936507936,0.11904761904761904,False
Mean_Ineq,FSNet,PINN Baseline,109.73046468963624,0.0642375189214945,109.66622717071475,0.007936507936507936,0.11904761904761904,False
Mean_Ineq,FSNet,Rahul's Model,109.73046468963624,0.00016340391030025784,109.73030128572593,0.007936507936507936,0.11904761904761904,False
Mean_Ineq,KKT,PINN Baseline,0.0002879642648622394,0.0642375189214945,-0.06394955465663225,0.007936507936507936,0.11904761904761904,False
Mean_Ineq,KKT,Rahul's Model,0.0002879642648622394,0.00016340391030025784,0.00012456035456198154,0.16666666666666666,0.16666666666666666,False
Mean_Ineq,PINN Baseline,Rahul's Model,0.0642375189214945,0.00016340391030025784,0.06407411501119424,0.007936507936507936,0.11904761904761904,False
