Bus,Case,Projection,Weights,Seed,Checkpoint,Objective_Deviation_pct,Max_Eq,Mean_Eq,Max_Ineq,Mean_Ineq,Max_Violation,Feasibility_Rate,Inference_Time_s
14,pglib_opf_case14_ieee,full,objective,1,model/best_controlled_full_objective_pglib_opf_case14_ieee_10000epochs_seed1_20260922_122744.pth,-45.70049115753174,0.11522613245993853,0.05546752943471074,0.0946394727230072,0.001483598327729851,0.11522613245993853,0.0,2.154349349439144e-07
14,pglib_opf_case14_ieee,full,objective,2,model/best_controlled_full_objective_pglib_opf_case14_ieee_10000epochs_seed2_20260922_125634.pth,-45.73653513336182,0.11148638071864843,0.05577430241554975,0.09415152162313462,0.0014750329670496286,0.11148638071864843,0.0,2.0300131291151047e-07
14,pglib_opf_case14_ieee,full,objective,3,model/best_controlled_full_objective_pglib_opf_case14_ieee_10000epochs_seed3_20260922_132609.pth,-45.74404958343506,0.11136521705240011,0.05567793373763561,0.09415442311763764,0.0014744947790168226,0.11136521705240011,0.0,2.495432272553444e-07
14,pglib_opf_case14_ieee,full,objective,4,model/best_controlled_full_objective_pglib_opf_case14_ieee_10000epochs_seed4_20260922_135600.pth,-45.73105700302124,0.11324846413731575,0.05580631134286523,0.09386977952718735,0.0014711719299666584,0.11324846413731575,0.0,2.134963870048523e-07
14,pglib_opf_case14_ieee,full,objective,5,model/best_controlled_full_objective_pglib_opf_case14_ieee_10000epochs_seed5_20260922_142505.pth,-45.70689752960205,0.11445720119774341,0.05500244148075581,0.09459159386157989,0.0014811419206671418,0.11445720119774341,0.0,2.6497896760702134e-07
57,pglib_opf_case57_ieee,none,nominal,1,model/best_controlled_none_nominal_pglib_opf_case57_ieee_10000epochs_seed1_20260922_044710.pth,-329.25910375976565,0.22261112001538277,0.025661259800195693,17.594566150665283,0.36162774658203123,17.594566150665283,0.0,2.82572116702795e-07
57,pglib_opf_case57_ieee,none,nominal,2,model/best_controlled_none_nominal_pglib_opf_case57_ieee_10000epochs_seed2_20260922_052119.pth,-252.49702717590333,0.13273164269328117,0.022893481900915502,16.63908952140808,0.3306888544857502,16.63908952140808,0.0,1.9249087199568748e-07
57,pglib_opf_case57_ieee,none,nominal,3,model/best_controlled_none_nominal_pglib_opf_case57_ieee_10000epochs_seed3_20260922_055659.pth,-332.8911156311035,0.17702196176350116,0.027491422146558763,17.68515897369385,0.37204885557293893,17.68515897369385,0.0,1.9240891560912132e-07
57,pglib_opf_case57_ieee,none,nominal,4,model/best_controlled_none_nominal_pglib_opf_case57_ieee_10000epochs_seed4_20260922_063224.pth,-333.6842301635742,0.14799974077939987,0.02836118335276842,17.690192218780517,0.37252709531784056,17.690192218780517,0.0,1.4195684343576432e-07
57,pglib_opf_case57_ieee,none,nominal,5,model/best_controlled_none_nominal_pglib_opf_case57_ieee_10000epochs_seed5_20260922_070722.pth,-332.0282497253418,0.18104382434487343,0.027092607809230684,17.67469333076477,0.37000557082891466,17.67469333076477,0.0,1.359200105071068e-07
